10:26 AM - 12 Dec 2015|I love Thank u Gaurav intense Dilwale moment completely turned head https twitter com SRKUniverseEC status 675720297824321536|1.8K|4.1K
1:34 PM - 12 Dec 2015|Apologies readers fed like non delivery #ThisUnquietLand @Flipkart I alerted @AlephBookCo order @amazon|19|44
