11:42 AM - 11 Dec 2015|Anonymous declares war Donald Trump http huff 1Z3MxVr pic twitter com JDLMAzoP0F|439|544
3:38 PM - 8 Dec 2015|Thanks #StefanEdberg You invaluable coach 2yrs idol life https www facebook com Federer photos 70795379940 71425 64760994940 10153744814314941 type 3 theater pic twitter com eUYjWJ6SxG|3.4K|6.5K
