10:31 AM - 12 Dec 2015|To dear fans stood lived hour need chennai heart felt thanks nothing could make happier proud|1.8K|2.8K
8:21 AM - 12 Dec 2015|@Sanjay_singh76 Is tolerance intolerance Is parallel view respect Hinduism acceptable|69|83
