1:17 PM - 12 Dec 2015|Got followers I need thank Bwahahaha pic twitter com 7v6jYGclgA|1|1
2:00 AM - 4 Dec 2015|Drone footage shows harsh reality rising sea levels http huff 1TCbeFz|2|2
10:52 PM - 7 Dec 2015|Ultimate Stupid Selfies That Got People Arrested http goo gl tNDycz pic twitter com 8d5eWwlCsN|2|2
8:31 PM - 7 Dec 2015|I born pic twitter com 4f4fXBktct|1.8K|2.8K
1:15 PM - 7 Dec 2015|Thinking fellow @USNavy sailors lost #PearlHarbor gave lives country day pic twitter com Pz4oOoSELz|79|203
10:46 PM - 6 Dec 2015|Bill Hillary Clinton students 1972 pic twitter com EnnxvhenlD|1|1
4:21 PM - 5 Dec 2015|Ticket Titanic 1912 pic twitter com PpGH7OFZKK|1|1
5:23 PM - 4 Dec 2015|The tree ages pic twitter com khS7sC9JwX|1|1
11:07 PM - 3 Dec 2015|Check Skid Row tribute page http www rockpiggy com skidrow html|1|0
10:47 PM - 3 Dec 2015|Ex-Stone Temple Pilots frontman Scott Weiland dead 48 http glbn ca VsUTf pic twitter com 7KJh6opdAy|7|0
10:48 PM - 3 Dec 2015|Scott Weiland ex-singer Stone Temple Pilots Velvet Revolver dies 48 http cnn 1jCyWV4 pic twitter com IWTS6E3jxY|1.7K|827
10:51 PM - 3 Dec 2015|Scott Weiland former Stone Temple Pilots Velvet Revolver frontman found dead tour http www calgarysun com 2015 12 04 scott-weiland-former-stone-temple-pilots-and-velvet-revolver-frontman-found-dead-on-tour token abaf6ddca838c3fe0a85b4bda93ffeb6 #yyc|2|0
10:52 PM - 3 Dec 2015|Former Stone Temple Pilots frontman Scott Weiland dies 48 http cbsn ws 1QXUF8p pic twitter com yI7ACpNtVO|133|77
11:00 PM - 3 Dec 2015|Hawaii Supreme Court stops work #TMT http huff 1Isf8iW|4|8
2:08 AM - 2 Dec 2015|Danny Davis' Ride along @burtonsnowboard Peace Park looks time @theddeadshow https www youtube com watch v sWJ2cMts4y8 pic twitter com CIgTYW9Jlc|6|6
11:52 PM - 1 Dec 2015|Dirty Hilarious Text Convos http goo gl F8HnMn pic twitter com txQdHqNdXt|2|3
11:37 PM - 29 Nov 2015|I think #religion dangerous divisive ideology ever produced - @SamHarrisOrg pic twitter com MViA7XiU5h|57|104
11:32 PM - 1 Dec 2015|He rescued fox 7 years ago Now watch happens they're reunited http uberfactsposts co 1252859-15868812|125|470
9:09 PM - 1 Dec 2015|This real aerial photograph 20 images change look planet Earth http cnn 1ID03pB pic twitter com M8bkupQXw1|263|358
11:37 AM - 30 Nov 2015|A delicate winter landscape Kananaskis Country AB Canada OC 3872x2592 http bit ly 1NYDTQk #earth pic twitter com jgkBmftAjL|9|12
9:53 PM - 29 Nov 2015|A water fountain creates illusion movement http fb 1XfR5YcRk|1|1
1:13 PM - 29 Nov 2015|Fans soak atmosphere excitement builds Winnipeg Grey Cup http www cp24 com sports fans-soak-up-atmosphere-as-excitement-builds-for-grey-cup-in-winnipeg-1 2679238 pic twitter com GzLgcSAHzd|11|21
12:24 PM - 29 Nov 2015|Do want build snowman We #winter #banff #explorealberta Photo via @Banff_Squirrel pic twitter com KGe159AMPP|3|5
12:19 PM - 29 Nov 2015|Grand Cayman http goo gl MkZkfb pic twitter com z8yanl4MKy|3|2
9:32 PM - 26 Nov 2015|A black hole's pull gravity strong light escapes http go nasa gov 21j8zWa #BlackHoleFriday #BlackFriday pic twitter com 7pCvdDiNfJ|2.4K|4.3K
9:00 PM - 26 Nov 2015|I'd rather pic twitter com 8i1oj2ahzI|588|820
1:50 PM - 26 Nov 2015|What happens planet hands #RacingExtinction #StartWith1Thing pic twitter com PNm9Wzg6dJ|94|60
5:00 PM - 26 Nov 2015|Software pirate make anti-piracy video go viral pay massive fines http www cbc ca 1 3338676 pic twitter com fGqIx0U68N|16|13
5:00 PM - 26 Nov 2015|Man taken custody jumping White House fence http abcn ws 1jmjz2X pic twitter com 1ZnChX1rE8|51|99
4:45 PM - 26 Nov 2015|Beautiful #yourtofino view RT @Coralie_McLean I could stare view hours #LongBeach #Tofino pic twitter com 0nxz50bfGA|2|9
3:54 PM - 26 Nov 2015|RT @p_worthington It's impossible feel inspired My soul smiling @WickInnBC #getoutside #explorebc pic twitter com cJQ0UQZqRS|2|2
11:01 AM - 26 Nov 2015|'Die die ' Police responding death threats find 'out-of-breath' man chasing spider http bit ly 1T7N8S9 pic twitter com dpgVallW4W|11|14
10:18 AM - 26 Nov 2015|Banff snapshot 10 43am Bow River Frosty gets vitamin D #mybanff @TravelAlberta pic twitter com Qct6LPaaSr|4|9
3:24 AM - 24 Nov 2015|White German Shepherd pic twitter com rsPSPkBT5D|2.6K|4K
4:38 PM - 25 Nov 2015|Our ops team hard work today getting Blackcomb Base ready tomorrow's opening #BlackcombOpening pic twitter com 8GZjvTmySk|6|27
2:01 PM - 23 Nov 2015|#Sign TN highway today Love #SillySigns pic twitter com Dare6VWaYJ|1|0
4:51 PM - 24 Nov 2015|Dolphins don't belong captivity https www facebook com ricobarrysdolphinproject videos 1046822612017918 #DolphinProject #Tweet4Dolphins #CaptivityIsCRUEL #CaptivityKILLS|5|1
10:13 PM - 19 Nov 2015|Worth repeating JAPAN STOP KILLING DOLPHINS JOIN 21st CENTURY https instagram com p -S9D6HFnoN|144|87
4:30 PM - 16 Nov 2015|Lol damn scared hell pic twitter com momt4c3LYZ|2.1K|3K
11:14 AM - 21 Nov 2015|trippy owl pic twitter com lbO1NycPgi|410|507
9:27 AM - 22 Nov 2015|That's beauty @WhistlerBlckcmb pic twitter com r1PnsRAiM4|2|3
9:22 PM - 21 Nov 2015|Sometimes The Happiest Place On Earth Can Get A Little Too Happy If You K http goo gl 6mz4xt pic twitter com tAtTyd8j2a|2|1
7:08 PM - 16 Nov 2015|Stray cats breach security crash G20 summit stage world leaders due make appearance https amp twimg com v a58e1f18-0b83-422c-9c8e-ad4b4c836b5d|710|712
5:50 PM - 16 Nov 2015|Bald Eagle Hunt - Tyee Spit Campbell River Photo credit Julie Collis http fb 7B22bEfdO|1|2
7:30 PM - 15 Nov 2015|Iconic Halifax drive-thru coffee trailer grabs http www cbc ca 1 3317921 pic twitter com fb7JY6n9MF|22|34
5:15 PM - 15 Nov 2015|PHOTO Elk Falls full swing new suspension bridge Near Campbell River I Love Vancouver Island http fb 2t87ReMtJ|1|1
