9:00 AM - 5 Dec 2015|Whenever feel sad remember somewhere world there's idiot pulling door says PUSH|2.8K|2.8K
8:30 AM - 5 Dec 2015|We r sending truck Tom 2 cuddalore wid bulk supplies rations cud collect My fan clubs wil b distributing https twitter com raaji4ever status 673173894384254976|482|547
