2:10 AM - 30 Nov 2015|Happy 19th birthday @ELLEINDIA Special issue special interview best friend sister @shaheenb pic twitter com zN5TOaux7d|779|3.8K
3:47 AM - 1 Dec 2015|3 days left keep voting multiple times @priyankachopra http vote peopleschoice com # home 34 2 Quantico http vote peopleschoice com # home 106 2 pic twitter com btlcnkro7f|256|1K
