2:31 PM - 29 Nov 2015|Good news world adds clean power capacity year dirtier fossil-fuel based power capacity pic twitter com nrNiwDAKuN|4.5K|7.6K
7:52 AM - 29 Nov 2015|Herat Men Launch Movement In Support Of Women http www tolonews com en afghanistan 22583- pic twitter com gZ0nLW2Wpt|21|38
