6:42 AM - 2 Dec 2015|If I could change price one thing improve lives people everywhere would energy https amp twimg com v 2ad7b762-13d9-4b72-bc5e-ed850d452ae8|3.1K|4.7K
11:54 PM - 1 Dec 2015|@superstarrajini donated Rs 10 lakh aid rain-hit Tamil Nadu|7|4
