3:04 AM - 29 Nov 2015|BESTTT @MirzaSania pic twitter com NsC7T2D40H|340|2.4K
11:29 PM - 6 Dec 2015|Heard atleast 30 explosions probably gas cylinders fire slums damu nagar Kandivali E SCARY pic twitter com C3rOh1pURN|772|189
