7:59 AM - 22 Nov 2015|Y dnt u Muslims tell ISIS stop Ok hold pulls iphone Yo ISIS habibi plz stop ISIS ok habibi sorry shisha tonight|26K|20K
3:27 AM - 19 Nov 2015|terrorists ain't Muslim scream Allah hu Akbar If you're donkey act like one|502|567
