10:18 AM - 11 Dec 2015|First beer discussion-topics - jobs - movies - sports Fifth beer discussion-topics - bosses - exes - political analysis - start ideas|37|64
7:44 AM - 11 Dec 2015|I'm worst person alive please hate|16|22
8:24 AM - 11 Dec 2015|I already sold soul demon return friendship Ten years hounds going come chasing|1|0
12:20 AM - 9 Dec 2015|There several great cartoonists India I think Rajiv Gandhi best cartoonist till date creation masterpiece|795|478
8:31 AM - 11 Dec 2015|It's hard forget pain it's even harder remember happiness|20|22
1:55 AM - 30 Nov 2015|Woof woof Bow bow accent #ThingsILearnFromNRIKids|47|87
12:21 AM - 10 Dec 2015|Salman Khan accomplished driver He took whole judicial system ride|1K|505
5:31 AM - 9 Dec 2015|#Libra knows lying|109|108
7:48 PM - 2 Dec 2015|It doesn matter I sleep 2 hours 13 hours I still tired next day|4|5
6:12 PM - 7 Dec 2015|Trump says US ban travel country Muslims Harvard listening By comparison I reasonable|3K|2.7K
2:16 AM - 7 Dec 2015|All rumors true you're fuckin' stupid|219|290
12:26 PM - 1 Dec 2015|Hear mosques Chennai opened doors shelter food Anyone use #chennairains|650|361
8:49 PM - 1 Dec 2015|Chennai flood alert Helpline numbers http goo gl yQsQUn pic twitter com yIgIGBjaFe|387|289
7:41 AM - 26 Nov 2015|Sometime I wish Ambedkar still alive could hear views people using selectively political points|19|18
