2:14 PM - 9 Dec 2015|@utaustin's @DellMedSchool launched official Instagram account today Check HERE http ow ly VGy2O|4|5
10:14 PM - 30 Nov 2015|Remember getting want sometimes wonderful stroke luck Dalai Lama #GoodMorningWord http fb 2xWhi3jTq|1|2
9:54 PM - 1 Dec 2015|Either write something worth reading something worth writing Benjamin Franklin #GoodMorningWord http fb 7regMftwZ|1|2
11:07 PM - 2 Dec 2015|Time solve Chemistry Mystery #MotionQuiz http fb 6XNJibMVF|2|3
9:50 PM - 3 Dec 2015|It always seems impossible done #GoodMorningWord http fb 7SH4qk68G|1|1
10:31 PM - 4 Dec 2015|We would accomplish many things think impossible #ThoughtOfTheDay http fb 4tacPVic5|1|1
9:08 AM - 4 Dec 2015|Increase #career opportunities represent highest standard field #Sonography Get Certified https amp twimg com v 3daf929d-f649-4a56-aa9a-566522412c16|3|3
12:19 AM - 7 Dec 2015|Can answer correctly Physics - Kinetic Theory Gases #MotionQuiz http fb 7BvDyCrnf|1|1
6:22 AM - 8 Dec 2015|Start brain engines crack one Write answers comment section #GuessTheWord http fb 4ByUcLnJ7|1|1
9:58 PM - 8 Dec 2015|One must work Time #GoodMorningWord http fb 4NXsDlJTh|1|1
9:48 PM - 9 Dec 2015|Try fail never fail try #GoodMorningWord http fb 1VktPuiND|2|1
12:07 AM - 10 Dec 2015|26 11 Case Witness turns hostile claims Kasab alive http www thequint com hot-wire 2015 12 10 ajmal-kasab-is-alive-claims-headmaster-of-his-school-in-faridkot pic twitter com xSJmN1rJGs|4|1
6:34 PM - 9 Dec 2015|MSG2 receiving brilliant response houseful shows worldwide Excitement spreading wings 4 #MSGOnlineGurukul pic twitter com aT7cvj55V9|9.1K|9.2K
11:09 PM - 9 Dec 2015|I don't know who's advising Gandhis My message don't come way India's progress People never forget forgive Never|1.2K|762
11:26 PM - 9 Dec 2015|We favour #GST bill says Bihar chief minister @NitishKumar|37|61
11:45 PM - 9 Dec 2015|It govt's responsibility run #Parliament Its mandate harass opposition says @NitishKumar|18|37
4:24 AM - 9 Dec 2015|Home Minister Rajnath Singh positive response #OddEvenFormula assured support Delhi CM Kejriwal pic twitter com YlMIBoIcOd|35|81
8:42 PM - 7 Dec 2015|So far smart Missing India Smart Cities plan citizen participation http blogs timesofindia indiatimes com toi-editorials so-far-from-smart-missing-from-indias-smart-cities-plan-citizen-participation pic twitter com kmi7vY9Af0|21|87
