6:38 PM - 10 Dec 2015|G-Eazy killed pic twitter com cShIyJFHny|16K|26K
11:32 PM - 16 Nov 2015|90 trauma survivors eventually attest renewed zest life empathetic growth increased emotional maturity studies show|187|592
