3:26 PM - 11 Dec 2015|Short girls booties tho|19|22
6:08 AM - 12 Dec 2015|Would happy today last day earth|2|1
1:31 PM - 9 Dec 2015|Girlfriends Love Getting Mad Over Shit U Have Absolutely Zero Control Of WHY THEM BITCHES YOUR NEIGHBORS|2|2
11:22 PM - 9 Dec 2015|Remember it's lie believe - George Costanza|30|50
11:20 PM - 5 Dec 2015|you've changed nah never knew|23|16
7:13 AM - 3 Dec 2015|stay lowkey everybody needs know everything yet|649|581
9:02 AM - 2 Dec 2015|I got chill I get overly mad she's weakness|40|30
2:37 PM - 2 Dec 2015|Touch let know she's|7|12
9:56 PM - 30 Nov 2015|Mood pic twitter com fSUo5KCZdB|1.2K|853
5:06 PM - 18 Nov 2015|That's I don't understand people leave little thing pic twitter com J9dK6wxBlZ|10K|9.7K
10:42 AM - 19 Nov 2015|When y'all goofy don't give af|833|520
8:57 AM - 15 Nov 2015|When I woke morning I could think Cuz' I went sleep lastnight I could think|1|0
