4:45 AM - 9 Dec 2015|Angela Merkel TIME 2015 Person Year #TIMEPOY http ti 1OQjJwE pic twitter com 3YLPZJYSlq|6.3K|3.8K
12:41 PM - 7 Dec 2015|No latex I stay blessed You stay stressed You stay pressed I'm draped gold like #SaintWest pic twitter com 838isO5ocx|272|272
