7:47 PM - 12 Dec 2015|The @Bucks snap another historic winning streak defeating @warriors 108-95 Greg Monroe led way w 28-11 pic twitter com EVZHRYGsSx|3.2K|2.3K
11:10 AM - 12 Dec 2015|When realize tonight's @warriors @Bucks game @NBATV Tune - 8pm ET pic twitter com NbsU23JzHH|199|620
