3:24 PM - 12 Dec 2015|I don't care god rule book makes act like asshole If act like asshole people allowed call one|1.4K|3.2K
5:25 PM - 6 Dec 2015|My abortion 2008 I 23 I abusive relationship To day I know I made right decision #ShoutYourAbortion|4|11
