11:41 AM - 11 Dec 2015|100 000 foreign troops including Americans deployed Iraq MP claims pic twitter com DHrUWBhvlz|159|80
1:38 PM - 12 Dec 2015|RT chance win signed deluxe ed @therealstanlee new book #AmazingFantasticIncredible pic twitter com i0w4XVgT7h|2.8K|1K
