8:36 AM - 11 Dec 2015|During difficult times Americans cannot succumb racism We allow divided succumb Islamophobia|2.8K|5K
4:12 PM - 11 Dec 2015|Why Republicans refuse acknowledge reality climate change Simple They receive billions dollars fossil fuel companies|3.2K|6.3K
