5:11 PM - 9 Dec 2015|Sanders says climate change putting world suicidal course http huff 1U3deql pic twitter com CAEJwI9QGn|44|54
3:17 PM - 9 Dec 2015|So quarter million people signed far it's day 2 https petition parliament uk petitions 114003|74|79
2:44 PM - 9 Dec 2015|RETWEET @_OlivierGiroud_ #OLYvAFC man match pic twitter com 0aXPxh2nhk|5.6K|1.5K
9:11 PM - 8 Dec 2015|Russia strikes #IslamicState targets cruise missiles submarine defence minister says http ab co 1ltbN9B|13|14
7:41 PM - 8 Dec 2015|Krauthammer Trump's proposal 'truly deeply bigoted' http feeds foxnews com r foxnews politics 3 _EQkL1H22mI krauthammer-trumps-proposal-is-truly-deeply-bigoted html|5|3
7:21 PM - 8 Dec 2015|When I'm feeling confident abilities life decides #nope https vine co v Oxjdz1IU1Lr|3|16
4:40 PM - 8 Dec 2015|Donald Trump proposed blocking Muslims one city's mayor proposed blocking Trump http abcn ws 1QubdU0 pic twitter com 6XQm9Ocfm0|49|40
3:37 PM - 8 Dec 2015|After years spewing hot air Republican Party officially become flaming Hindenburg cold sky straight ground|5|13
12:24 PM - 7 Dec 2015|I wrote Koscielny Ramsey roles v Sunderland style play risk reward http arseblog com 2015 12 tactics-column-koscielny-ramsey-reap-the-rewards-of-risk|40|65
6:23 AM - 8 Dec 2015|If homosexuality insults religion get better religion Or preferably wean security blanket religion altogether|1.7K|2.8K
1:52 AM - 8 Dec 2015|Donald Trump's proposal discriminate Muslims America outrage Muslims main VICTIMS evil Islamism|1.5K|2K
4:41 PM - 7 Dec 2015|Bernie Sanders unveils climate change plan he's going Big Oil http huff 1RzIspX pic twitter com 3SRqktJsC6|65|62
7:20 PM - 7 Dec 2015|ISIS urges apocalyptic war West Islam prevails says prophetic texts http nyti ms 1R6cBxA pic twitter com oIbbORiXOf|279|203
6:55 PM - 7 Dec 2015|No kids go Rene Wetzel family losing husband Mike #SanBernardino pic twitter com SsfcY69GFH|17|33
6:52 PM - 7 Dec 2015|He soulmate perfect man Rene Wetzel husband Mike killed #SanBernardino massacre pic twitter com kITqIanHGW|29|64
6:00 PM - 7 Dec 2015|Correct https twitter com rubinreport status 674007080622157824|1|1
4:32 PM - 7 Dec 2015|Yes YES And arrest sommeliers sous-chefs https twitter com roybelly status 674020792162639872|64|137
4:15 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Slovenians entering OOPS CORRECTION Mr Trumps wife immigrant Slovenia|874|1.1K
4:13 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Hawaiians entering United States|428|647
4:12 PM - 7 Dec 2015|BREAKING Donald Trump calls banning women entering United States|474|718
4:12 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Jews entering United States|303|447
4:12 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Africans entering United States|288|409
4:11 PM - 7 Dec 2015|The challenge U S put racist genie back bottle http huff 1SIS4wQ pic twitter com 6RVEDpx0XL|39|40
4:10 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Freedonians entering United States|195|332
4:09 PM - 7 Dec 2015|BREAKING Donald Trump calls banning Bulgarians entering United States|207|250
9:26 AM - 3 Dec 2015|Dear BBC please I vacant job creative director I can't work moment think I would ideal post|572|1.2K
10:39 AM - 7 Dec 2015|More @Hollyoaks drawings finished lately @thejamessutton @charliewernham @amandaclapham @PersephoneSD pic twitter com b5dbWl6TZe|2|3
1:44 PM - 7 Dec 2015|The brilliant cast #dickensian @BFI Q A Coming @BBCOne Christmas pic twitter com 1p5MYYMhd2|20|23
2:36 PM - 7 Dec 2015|So @realDonaldTrump vile bigot recruiting sergeant ISIS|367|524
2:30 PM - 7 Dec 2015|Trump asked September he'd put Muslim Cabinet Oh absolutely Trump said No problem|34|21
2:33 PM - 7 Dec 2015|Okay guys isn't funny anymore https twitter com realdonaldtrump status 673993207190069248|1|1
2:21 PM - 7 Dec 2015|On Trump's call halt Muslim immigration @BernieSanders says nation weak succumbs xenophobia pic twitter com 6iceSQKJN9|37|43
2:13 PM - 7 Dec 2015|John Kasich responds Trump's outrageous divisiveness statement pic twitter com R3dRBIYP1O|48|23
2:12 PM - 7 Dec 2015|@MartinOMalley responds Trump's call ban Muslim immigration calls fascist demagogue pic twitter com XaoO6UFqfH|111|105
2:14 AM - 7 Dec 2015|Oaks coming back cha tonight Channel 4 6 30pm Get #HappyHollyoaksMonday pic twitter com KqihwEC249|45|170
2:11 AM - 7 Dec 2015|Watch Jon Stewart 9 11 first responders actually change GOP senator's mind http huff 1SHCth5 pic twitter com 1812Vz20NU|46|66
11:49 AM - 6 Dec 2015|@U2 pens tribute #Paris called Streets Surrender ahead French gigs #ParisAttacks http ab co 1LX14ZO pic twitter com ZochB5Tqpk|12|14
10:38 PM - 5 Dec 2015|God fucked http www nytimes com 2015 12 05 us muslims-in-america-condemn-extremists-and-fear-anew-for-their-lives html pic twitter com aKngANedwm|642|296
10:30 PM - 5 Dec 2015|Wow The Daily News rampage We subscribe I https homedelivery nydailynews com pic twitter com wrBM9ypoIX|1.2K|1.3K
6:10 PM - 5 Dec 2015|Take look Saturday win eyes @Arsenal club photographers http arsn al ymaY02 #AFCvSFC pic twitter com g8MULToicY|199|350
6:04 PM - 5 Dec 2015|Oh Lor They're supposed 46 chromosomes EACH https twitter com 2TAPU status 672924427382824960|108|102
5:29 AM - 5 Dec 2015|Former-prime minister @TonyAbbottMHR used taxpayer funds day Liberal Party donor's birthday bash http ab co 1Qmf7OM #auspol|64|19
1:00 AM - 5 Dec 2015|Homeless genius http www thepoke co uk 2015 11 28 homeless-genius-2 pic twitter com 94OK7JWE88|64|71
12:59 AM - 5 Dec 2015|Iraqi government calls Turkey 'immediately' withdraw troops sent border without permission http ab co 1LUei9r|27|7
4:23 AM - 3 Dec 2015|On 29Nov joined 720K people Global Climate Marches Because change everything need everyone #COP21 https amp twimg com v cf7029f6-03db-4afe-9de9-a113d7b96921|132|198
6:31 PM - 4 Dec 2015|We serious gun violence issue lawmakers refuse anything @ShuttleCDRKelly tells @CNN http cnn 1TqQDTT|62|74
5:41 PM - 4 Dec 2015|Jon Stewart doesn't eat meat Imagine Republicans welcoming beef jerky http huff 1YOH2Ka pic twitter com jHsajVVFvb|21|36
5:40 PM - 4 Dec 2015|#SanBernardino shooting survivor describes hearing gunfire http cnn 1NxVCO1|16|22
5:11 PM - 4 Dec 2015|This week #SoThatHappened Silence face mass shootings become complicity http huff 1NxqHRO pic twitter com j1u3iWYJbp|13|11
5:19 PM - 3 Dec 2015|Here every senator voted expanding background checks following year's 355th mass shooting pic twitter com Hd5ipbR5HN|14K|7.5K
3:11 PM - 4 Dec 2015|California strictest gun laws U S Here's didn't matter http huff 1XHbwAG pic twitter com Bgd6RE37Pk|33|24
12:27 AM - 4 Dec 2015|Man charged seven hour siege #Sydney's south west http ab co 1O7diRg|7|5
10:05 PM - 3 Dec 2015|@BrookeBCNN I'm getting sick speaking words active shooter situation http cnn 1SzRQbd @CNNOpinion pic twitter com SZF8PyHILD|167|464
10:03 PM - 3 Dec 2015|Pesky postal voting voters casting votes postally taking advantage democracy Is kind country want live|117|166
10:01 PM - 3 Dec 2015|UKIP blames postal vote number Asians use Or put another way UKIP blames voters|191|212
7:26 PM - 3 Dec 2015|A Fox News pundit attempt blame San Bernardino state feminism U S today For real This actually stated|10|11
7:15 PM - 3 Dec 2015|By way guns used #SanBerardino legally purchased CA fact GOP NRA much hope you'll ignore|29|48
6:16 PM - 3 Dec 2015|Defence Force accused 'massive cover-up' anti-malarial drug http ab co 1Q4btdE|32|12
6:14 PM - 3 Dec 2015|It hard labeled #SanBernardino first responder Lt Mike Madden talks pride cop http cnn 1RqOTLZ|40|66
3:20 PM - 3 Dec 2015|In 2014 NRA spent THIRTY MILLION DOLLARS ensure tonight's senate vote rejecting background check expansion terror gap closure|5.7K|3.2K
3:18 PM - 3 Dec 2015|Following 355th mass shooting year senate rejected expanding background checks guns despite OVERWHELMING public support|5.1K|2.9K
5:51 PM - 3 Dec 2015|Photos scene officer involved shooting Weapons ammunition carried suspects #SanBernardino pic twitter com 6s2HpyEgqP|616|247
4:41 PM - 3 Dec 2015|Bernie Sanders pushes gun control San Bernardino shooting http huff 1QXhqt1 pic twitter com ABgv0A0pu2|47|65
1:14 AM - 3 Dec 2015|We Americans make 4 world's population yet roughly 42 world's privately held firearms #fear #kill #nuts|961|885
11:34 PM - 2 Dec 2015|Scientists searching secrets distant universe redeveloped radio telescope near #Canberra http ab co 1XJ53zM #space|8|5
1:01 AM - 3 Dec 2015|Same-sex couple civil ceremony recognition restored Queensland Parliament http ab co 1PyAPQV|26|36
4:48 PM - 2 Dec 2015|Source tells CNN 2 men inside SUV least 1 dead Both AR-15 type weapons @DebFeyerickCNN reports http cnn 1Q1BABW|67|36
4:04 PM - 2 Dec 2015|Police spokesperson either holding back irrefutable confirmation hasn't told whole story Scanner different #SanBernadino|4|14
3:37 PM - 2 Dec 2015|Police officer also wounded #SanBernardino expected OK police spokeswoman|11|3
3:30 PM - 2 Dec 2015|This pic twitter com DSDMEcI6qF|168|171
2:52 PM - 2 Dec 2015|It's trap We're creating bigger divide Middle East West exactly ISIS want #DontBombSyria #SyriaVote|627|743
3:05 PM - 2 Dec 2015|Gosh I can't buy grenade launcher These gun control laws restrictive Woe|16|35
3:12 PM - 2 Dec 2015|What know #SanBernardino shooting stay us updates http cnn 1IpLBGL pic twitter com FQ5UwZmB9j|657|281
2:13 PM - 2 Dec 2015|@BernieSanders responds #SanBernardino shooting This sickening senseless gun violence must stop pic twitter com UboQ30iMYk|54|35
2:12 PM - 2 Dec 2015|Conservatives tweeting California's strict gun control laws seem understand concept interstate travel #SanBernadino|17|42
2:01 PM - 2 Dec 2015|JUST IN Another shooting taking place right women's clinic Houston Texas #next|1.3K|419
3:42 AM - 2 Dec 2015|If don't buy tickets Soho show February must #terroristsympathiser http www sohotheatre com whats-on rhys-james-remains|6|22
2:32 AM - 2 Dec 2015|So - clear - according David Cameron people don't want bomb civilians ones support terrorists|390|265
3:24 AM - 2 Dec 2015|Three #Perth #police officers tested positive drugs duty stood http ab co 1OwF12n #perthnews|18|15
10:26 PM - 1 Dec 2015|Why David Cameron support terrorists http www huffingtonpost com dr-yousaf-butt- saudi-wahhabism-islam-terrorism_b_6501916 html pic twitter com JE5G57AfYF|155|88
5:39 PM - 1 Dec 2015|We ultimate reality TV candidate constructing reality @amandacarpenter #Trump 9 11 claims pic twitter com X9ztw6GwOQ|54|70
4:46 PM - 1 Dec 2015|Honor Rosa Parks Purge police racists Release nonviolent drug offenders Make college free Be patriot - hire African Americans|350|581
4:46 PM - 30 Nov 2015|@MartinOMalley Trump's brand rhetoric historically often preceded fascism http abcn ws 1Q9rhdM pic twitter com Y5jpCBnV3T|54|33
9:07 PM - 22 Nov 2015|A minute's silence victims Paris Attacks marked start Question Time Canberra today pic twitter com ZyxnH1IEeB|1|5
8:02 AM - 23 Nov 2015|Too busy Jedi training @markemillr last night realize I dropped phone snow Find 12 hours later she's still kickin|58|618
