8:11 AM - 25 Nov 2015|I love beautiful women, and beautiful women love me. It has to be both ways.
7:11 AM - 25 Nov 2015|I mean, there's no arguing. There is no anything. There is no beating around the bush. You're fired is a very strong term.
6:41 AM - 25 Nov 2015|Sometimes by losing a battle you find a new way to win the war.
6:11 AM - 25 Nov 2015|I like thinking big. If you're going to be thinking anything, you might as well think big.
5:41 AM - 25 Nov 2015|I'm a bit of a P. T. Barnum. I make stars out of everyone.
5:11 AM - 25 Nov 2015|A little more moderation would be good. Of course, my life hasn't exactly been one of moderation.
4:41 AM - 25 Nov 2015|Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game.
4:11 AM - 25 Nov 2015|Everything in life is luck.
3:41 AM - 25 Nov 2015|The 1990's sure aren't like the 1980's.
3:11 AM - 25 Nov 2015|Sometimes your best investments are the ones you don't make.
1:11 AM - 25 Nov 2015|With out passion you don't have energy, with out energy you have nothing.
12:41 AM - 25 Nov 2015|I don't do it for the money. I've got enough, much more than I'll ever need. I do it to do it. Deals are my art form.
12:11 AM - 25 Nov 2015|I have made the tough decisions, always with an eye toward the bottom line. Perhaps it's time America was run like a business.
11:11 PM - 24 Nov 2015|I have a great relationship with the blacks. I've always had a great relationship with the blacks.
10:41 PM - 24 Nov 2015|It's tangible, it's solid, it's beautiful. It's artistic, from my standpoint, and I just love real estate.
9:41 PM - 24 Nov 2015|If you're going to be thinking, you may as well think big.
9:11 PM - 24 Nov 2015|When somebody challenges you, fight back. Be brutal, be tough.
7:11 PM - 24 Nov 2015|Without passion, you don't have energy; without energy, you have nothing. Nothing great in the world has been accomplished without passion.
6:12 PM - 24 Nov 2015|Today, and I'm very strongly against tax increases.
5:41 PM - 24 Nov 2015|It's always good to be underestimated.
4:41 PM - 24 Nov 2015|I'm the No. 1 developer in New York, I'm the biggest in Atlantic City, and maybe we'll keep it that way.
3:41 PM - 24 Nov 2015|Every time you walk down the street people are screaming, 'You're fired!
3:11 PM - 24 Nov 2015|What separates the winners from the losers is how a person reacts to each new twist of fate.
2:41 PM - 24 Nov 2015|When people are screwing you, you don't give them state dinners...We have weak, pathetic leadership. We have incompetent leadership.
2:11 PM - 24 Nov 2015|Now, if your boss is a sadist, then you have a big problem. In that case, fire your boss and get a new job.
1:41 PM - 24 Nov 2015|I try to learn from the past, but I plan for the future by focusing exclusively on the present. That's were the fun is.
1:11 PM - 24 Nov 2015|Well, real estate is always good, as far as I'm concerned.
