2:16 AM - 20 Nov 2015|Data science, much like engineering, is practiced according to discipline. What kind of data scientist are you? #datascience
4:11 PM - 5 Nov 2015|RT @jletteboer: Almost Friday, that's my study day for R-programming on Data-Mania platform #rstats #studyday @BigDataGal
12:33 AM - 5 Nov 2015|Just sayin' pic.twitter.com/XgoxPNy3VS
12:22 AM - 4 Nov 2015|The #JetLag is killing me! pic.twitter.com/jDCwGTuIeT
7:50 PM - 27 Oct 2015|Good discussion at #IBMinsight on nature of #DataScience with @bobehayes @techguerilla @acoliver and @bigdatagal pic.twitter.com/qphGtn5vna
4:02 PM - 28 Oct 2015|Really fun to be part of #ibminsight #datadebates with @MikeTamir and @acoliver! pic.twitter.com/tYYAdZt4E1
1:24 PM - 28 Oct 2015|MT @graemeknows: Shout out to @BigDataGal: thanks chatting about big data in #InsightEconomy at #ibminsight! pic.twitter.com/Pr2t91UqF8
10:55 AM - 28 Oct 2015|Ulta. Leveraging #analytics to boost #loyalty & #retention. Custom direct marketing. I'm LOVING this! #IBMInsight pic.twitter.com/yNxiEeark9
10:31 AM - 28 Oct 2015|Leveraging #analytics in retail at #IBMInsight - so stoked about this session!! #datascience
3:03 PM - 27 Oct 2015|@BigDataGal: are you here at #ibminsight? If so, swing by the expo hall and let's get you on camera for a brief but fun interview!
3:25 PM - 27 Oct 2015|With #IBMInsight Technical Marketing Influencers @bobehayes @techguerilla @acoliver @BigDataGal @MikeTamir pic.twitter.com/zMz7iuWNvJ
11:05 AM - 27 Oct 2015|Interesting #stats! Demand for #DataViz Ppl & #Data Analysts 6x > demand for #DataScientists! #IBMInsight #bigdata pic.twitter.com/crp6d9XLff
9:51 AM - 27 Oct 2015|IBM partnered w/ @NASA to put man on the moon, now working w/ #Spark @SETI to find ET #ibminsight @austinjardinera pic.twitter.com/vUkyJ59VK3
9:10 AM - 26 Oct 2015|Cognitive hotels are the future of travel #ibminsight pic.twitter.com/OYJUrjtcdV
10:41 AM - 26 Oct 2015|#BigSQL is the worlds fastest and most comprehensive query engine for open source data formats #IBMInsight2015
10:45 AM - 26 Oct 2015|#Spark session overflowing. I was denied entry despite being #VIP. This says something about Spark! #HOT #ibminsight #BigData #wow
10:07 AM - 26 Oct 2015|Look what I found at #IBMInsight! It's my book, #DataScience for Dummies! #Hipstamatic #Photojournalism pic.twitter.com/8HtIdj6nW6
9:55 AM - 26 Oct 2015|#Repost @erinmcelroybiz #bigdata #analytics for disaster response goes mainstream @ The Weather Company! #IBMInsight pic.twitter.com/cBXTxrthME
9:02 AM - 26 Oct 2015|Geeking out at #ibminsight with @Twitter VP Data Strategy Chris Moody kicking off keynote #Repost @gkjohnmarkivey pic.twitter.com/qnhJarcXqK
8:51 AM - 26 Oct 2015|90% of #IOT data is unstructured, dark data. #Cognitive computing helps overcome challenges in creating value from IOT data #ibminsight
8:46 AM - 26 Oct 2015|RT @jameskobielus: @BigDataGal me and @ayleenielsen at #IBMInsight pic.twitter.com/MRiT5qP5Yb
5:55 PM - 25 Oct 2015|All of the fabulous #ibminsight Social VIPs!! Your all rock stars!! pic.twitter.com/9f86iJ5XCp
12:29 AM - 24 Oct 2015|Thanks so much for participating @jletteboer!! Congratulations! You won the R Programming for Data Science giveaway! pic.twitter.com/pSB9ygcRCj
3:45 PM - 22 Oct 2015|WOW! OK, So not everyone was a fan (but most were!) Using R to Prep Data for #Analytics [Webinar Replay]#datascience...
