5:19 AM - 10 Oct 2014|my cutest friend..!! miss you..!! pic.twitter.com/JfifrPN5bf
3:32 PM - 6 Nov 2015|seems we hv got a new symbol D to describe you...!! @iamsrk
1:39 PM - 18 Oct 2014|When you learn..you become a star...But when you teach you become a constellation...:)
4:42 PM - 13 Oct 2014|Hardest question to answer..~discover yourself..!!
2:04 PM - 12 Oct 2014|We are all searching for someone whose demons play well with ours :)
1:05 AM - 12 Oct 2014|The best person in your life is the one who comes first in your mind after reading this sentence..!!
2:07 AM - 11 Oct 2014|This is ICE DRINKS..:) wanna have..?? pic.twitter.com/OcTDGmPslB
12:51 AM - 9 Oct 2014|Lets shoot..!! pic.twitter.com/vlbzO0l7wN
1:51 PM - 8 Oct 2014|Work hard in silence, let your success be your noise..!
1:11 PM - 8 Oct 2014|Let me sleep, gadgets.!! pic.twitter.com/Z0zsablbjM
1:20 PM - 2 Oct 2014|We are never alone. Love u all.. pic.twitter.com/4HNRJiOSNM
10:16 AM - 8 Oct 2014|No relationship is ever a waste of ur time..if it didnt bring u wat u want, it taught u wat u didnt want..!!
12:58 PM - 12 Jul 2014|Come on NETHERLANDS :) #BRAvsNED
2:33 AM - 1 Jun 2014|Good morning.. pic.twitter.com/9xC6BpW5QV
2:22 AM - 1 Jun 2014|We will win today...@KKRiders... Korbo Lorbo Jitbo re..:)
8:02 PM - 23 May 2014|Feeling proud :) lawrence is d best..:) pic.twitter.com/O5pC8XfvLx
9:50 PM - 11 May 2011|i am what i am...:)
12:41 PM - 10 May 2011|somebody's me...:)
10:54 AM - 10 May 2011|@sohailasarkar24 u der?
10:31 AM - 8 May 2011|@vishnusit thnx...anything else...
8:35 AM - 8 May 2011|@nargisnus y swty?<3
12:07 PM - 7 May 2011|HAPPY MOTHERS DAY.....luv u ma very much <3
10:09 AM - 7 May 2011|@Eoin16 u rockkkkkkkk....
5:48 AM - 7 May 2011|@KKRiders go go KKR...korbo lorbo jitbo re...
10:37 AM - 15 May 2010|xams coming soon...............
