6:21 AM - 21 Sep 2013|RT @AAACarolinas: SC #gasprices fall 7 cents in the past week to $3.15 -- 45 cents cheaper than a year ago.
7:40 PM - 1 Sep 2013|Very satisfying 
6:49 PM - 24 Aug 2013|Be sure to follow @TrueGentEnt and @DP__ENT for all the latest parties from Columbia to Spartanburg! #WeWorkin
6:38 PM - 22 Aug 2013|Where the F*** is the Pizza Man at with my damn pizza!!
5:38 PM - 12 Aug 2013|I wanna see The Butler
7:38 PM - 8 Aug 2013|PURE ULTRA LOUNGE IS THE PLACE TO BE TONIGHT!!!! $20 BANDS COME TURN UP WITH TEAM @DP__ENT AND @TrueGentEnt
4:35 PM - 8 Aug 2013|My homies from #usptate nd #Newberry @DP__ENT  nd the homies @TrueGentEnt frm #Jcsu In the city tonite #ClubPure #TheMeltDown
11:22 AM - 8 Aug 2013|THIS IS THE PARTY YOU DON'T WANNA MISS!!!   #TheMeltDown #TheMeltDown #TheMeltDown #TheMeltDown  PURE ULTRA LOUNGE FREE B4 11 @TrueGentEnt
11:07 AM - 8 Aug 2013|IT'S GOING DOWN TONIGHT MAKE SURE YOUR IN THE BUILDING!!!   PURE ULTRA LOUNGE DOORS OPEN AT 10 EVERYBODY FREE B4 11!!!   $20 BANDS
9:30 AM - 8 Aug 2013|TheMeltDown   Location: Pure Ultra Lounge!!!  August 08, 2013   EVERYBODY FREE UNTIL 11!!!!!
8:39 AM - 8 Aug 2013|#TheMeltDown #TheMeltDown   Location: Pure Ultra Lounge!!!  August 08, 2013   EVERYBODY FREE UNTIL 11!!!!!
10:40 PM - 7 Aug 2013|21 MORE HOURS TILL SUMMER END BASH AT PURE ULTRA LOUNGE!!! #TheMeltDown
6:37 PM - 7 Aug 2013|#TheMeltDown #TheMeltDown   Location: Pure Ultra Lounge!!!  August 08, 2013   EVERYBODY FREE UNTIL 11!!!!!
6:21 PM - 7 Aug 2013|S/O to our new follower @nykii_hustle !!!
5:24 PM - 7 Aug 2013|@DP__ENT:@HazelEyeBeautii #TheMeltDown @ Pure , Columbia SC   EVERYBODY FREE UNTIL 11PM #DogPound @TrueGentEnt  pic.twitter.com/MdVw0Breqm
5:28 PM - 7 Aug 2013|@TrueGentEnt - A group of distinguish and intelligent young men DEDICATED to bringing you the BEST party's in areas near you! #WeWorkin #TGE
5:12 PM - 7 Aug 2013|EASILY THE BEST PARTY OF THE SUMMER WILL GO DOWN TOMORROW  #TheMeltDown  PURE ULTRA LOUNGE 08.08.2013
5:11 PM - 7 Aug 2013|S/o to our new follower @teRminAlly_rEal !!!  #TheMeltDown tomorrow night at Pure Ultra Lounge!!!  EVERYBODY FREE UNTILL 11pm
4:02 PM - 7 Aug 2013|@#TheMeltDown #TheMeltDown #TheMeltDown   Location: Pure Ultra Lounge!!!  August 08, 2013   EVERYBODY FREE UNTIL 11!!!!!
1:17 PM - 7 Aug 2013|#TheMeltDown #TheMeltDown   08.08.13   PURE ULTRA LOUNGE  @DP__ENT + @TrueGentEnt = A PARTY YOU DON'T WANNA MISS!!!
10:59 AM - 7 Aug 2013|@DP__ENT and @TrueGentEnt  presents:  #TheMeltDown #TheMeltDown #TheMeltDown #TheMeltDown   08.08.13 FREE B4 11!!!  PURE ULTRA LOUNGE
7:56 AM - 7 Aug 2013|It's going to be crazy come tomorrow night!!!!  #TheMeltDown
11:18 PM - 6 Aug 2013|TheMeltDown @ Pure Ultra Lounge  08.08.2013   MOOOOOVIE   Columbia , SC FREE TILL 11pm!!
9:14 PM - 6 Aug 2013|#TheMeltDown @ Pure Ultra Lounge  08.08.2013   MOOOOOVIE   Columbia , SC FREE TILL 11pm!!
7:38 PM - 6 Aug 2013|2 More Days till #TheMeltDown!!!!
7:10 PM - 6 Aug 2013|#TheMeltDown !!!  This Thursday at Pure Ultra Lounge  S/o to @DP__ENT & Wall2Wall   08.08.2013 is our coming out party
