6:39 PM - 6 Dec 2015|The actual big bang theory funnier Big Bang Theory|996|1.9K
12:49 PM - 5 Dec 2015|1944 18-year-olds storm beaches jump planes charge almost certain death 2015 18-year-olds need safe space Because words|424|537
