6:43 AM - 18 Nov 2015|30 years ago today November 18 1985 first met boy pet tiger Happy Birthday pic twitter com IxzwsUuCL5|10K|11K
8:16 AM - 16 Nov 2015|Wow also relevant @Graphoniac save later http imgur com gallery MDOhj|13|32
