9:13 PM - 9 Dec 2015|Canadian politics gotten cool exciting US politics remains death march depressing wackadoodle http www vogue com 13377163 justin-trudeau-prime-minister-canada|32|40
1:24 PM - 6 Dec 2015|Don't racist My 6 year old response British accent|448|2.4K
7:30 AM - 6 Dec 2015|How left-handed changes perception world http www vox com science-and-health 2015 12 6 9850884 handedness-changes-perception utm_campaign vox utm_content chorus utm_medium social utm_source twitter pic twitter com aFINE3AUkp|58|106
7:41 AM - 6 Dec 2015|WashPost Editorial Donald Trump poison pill Republican Party https www washingtonpost com opinions donald-trump-is-a-poison-pill-for-the-republican-party 2015 12 05 56996c50-9ab8-11e5-8917-653b65c809eb_story html hpid hp_no-name_opinion-card-f 3Ahomepage 2Fstory|10|7
6:31 PM - 2 Dec 2015|I miss days kids young I could tell invisible Christmas tree|228|1.1K
7:41 PM - 5 Dec 2015|Did Wes Anderson Design North Korea You Decide http fb 2gkiFyKW5|45|71
