8:52 AM - 11 Dec 2015|Just like Straight Janine trash life landfill fire Watch gonna try sleep boss danggggggg|5|95
8:51 AM - 11 Dec 2015|Janine perfect life Perfect job Perfect boyfriend But everything isn't seems Ok well start|5|65
8:46 AM - 11 Dec 2015|book jacket sets scene BOOM everything isn't seems it's like well I trusted You could've told|7|54
11:11 PM - 10 Dec 2015|This last thing I say every night pic twitter com veeZY1gQbg|32|125
9:05 AM - 8 Dec 2015|ALL MEN Can Christmas rob hair essential moisture Can weekdays make thin Is Winter ageing Is okay person|164|237
7:13 PM - 4 Dec 2015|1 u seen teenage penguin 2 u ever seen anything extremely teenager ur life pic twitter com a8KDQrJjXI|6.5K|9.5K
6:23 PM - 6 Dec 2015|ughhhhhh love celine dion|694|1.9K
4:15 AM - 4 Dec 2015|I don't want told I like something|39|55
8:22 AM - 3 Dec 2015|Have felt little morning Now I know Forgot start daily affirmations https amp twimg com v 2eee18af-abe9-4b99-bffa-411cc9eac644|418|522
6:42 PM - 29 Nov 2015|HELLO FROM THE ARTHUR SYDE MY COURT HATH LYKE A THOUSANDE KNIGHTES|410|474
1:52 PM - 24 Nov 2015|10 000 dads simultaneously intoning AND WHAT IS YOUR NAME IF WE DON'T NEED ANYTHING universe shuts|19|98
12:15 PM - 24 Nov 2015|Don't like flyin' I'd happy give parachute instead life jacket|27|32
3:11 PM - 22 Nov 2015|WHAT IS IT LIKE TO HAVE A FILTER|258|507
