11:44 AM - 2 Dec 2015|STOP SHOOTING EACH OTHER|1.6K|2.7K
12:20 PM - 22 Nov 2015|Baba Yetu @paradigmGG defeats @Epsilon_eSports EU Regional Championship Congratulations http twitch tv smitegame|32|91
