4:53 PM - 5 Dec 2015|jokes written kids pic twitter com IgG3dH9Uu8|6.5K|10K
5:00 AM - 27 Nov 2015|Wishing @BillNye great 60th Birthday pic twitter com 6kvqSLrglt|161|285
