10:41 PM - 19 Nov 2015|The latest @joerogan Experience podcast Graham Hancock Randall Carlson required listening every human earth|123|275
7:22 AM - 20 Nov 2015|Hey @realDonaldTrump stop Muslim database Make wear yellow stars Oh wait Jews #stopxenophobia|57|130
11:11 PM - 17 Nov 2015|#BREAKING Two arrested shootout north Paris police|381|93
11:01 PM - 17 Nov 2015|#BREAKING Two dead Paris siege including woman blew police|1.1K|184
