11:10 AM - 29 Nov 2015|I hate favorite sports team|2.6K|4.2K
9:51 PM - 18 Nov 2015|There r 56 000 #ISIS-affiliated Twitter accounts 110 #Telegram Channels thousands Supporters pic twitter com CsvcKPP7JA|951|967
