9:22 AM - 18 Nov 2015|Our @Royals poster available #Crowned crowd http www chartball com posters KCR2015 html #kansascityroyals #kcroyals pic twitter com wthhorp7EL|1|0
5:01 AM - 16 Nov 2015|Congratulations Kameron Swenson signing Pitts State track field https instagram com p -JYkTqBv8g|3|7
