12:00 PM - 18 Nov 2015|The Curry 2 'Providence Road' drops exclusively Finish Line 11 25 http finl co 1YgThid|2.2K|3.2K
10:02 PM - 19 Nov 2015|From day Steph Curry called Godzilla When he's downtown causes massive destruction|105|152
