1:57 PM - 2 Dec 2015|Can't Retweet This Enough #SanBernadino #p2 pic twitter com gApejAYLlh|6.5K|5.5K
9:34 AM - 18 Nov 2015|We made sticker Robert Bringhurst think funny Buy 3 http prcss co 6s pic twitter com 3OunQ1elrr|17|64
