6:00 AM - 24 Nov 2015|Is someone life d love Xbox RT chance win #KohlsSweepstakes #BlackFriday pic twitter com Nn1RUO4kPy|37K|6.2K
5:43 PM - 17 Nov 2015|We're stronger TOGETHER Thanks ladies came worked tonight #UNT #GNOFIT pic twitter com g8X0lL3aIK|6|6
