8:25 PM - 15 Nov 2015|comes claw pic twitter com OsUVZ6URNI|1.6K|3.9K
8:24 AM - 15 Nov 2015|I ordered breakfast restaurant accidentally delivered two orders French toast I'd like thank god making chosen one|1.2K|6.6K
