2:21 PM - 7 Dec 2015|We point reckless irresponsible compare Trump Hitler|1.8K|2.4K
10:30 AM - 8 Dec 2015|G G getting ready w celfo @ohhelloshow press conference beginning pic twitter com aMPybH5Khv|77|455
