7:46 PM - 5 Dec 2015|I can't say Fuck ABC 1st amendment survived Think 2nd amendment could survive reload 6 shots|3.4K|5K
2:33 PM - 2 Dec 2015|Let's put terms conservatives understand Mass shootings wasting taxpayer dollars hurting small business|151|244
