8:49 PM - 7 Dec 2015|I'm going keep things I love I'm going stop I want You keep mad I'll keep smiling living life|2.4K|3.7K
11:39 AM - 6 Dec 2015|More competition Enter PC Christmas meme NOW http bit ly 1jIllf4 Winner chosen 5pm ct #BanXmas pic twitter com 1GLWCTTaGD|32|30
