7:02 PM - 7 Dec 2015|Rubio dumps The Big Ticket The Big Slam #NBAVine #LACatMIN https vine co v i7DV9PHbW1v|2.3K|2.4K
12:28 PM - 15 Nov 2015|Johnny Manziel escapes incredible pressure flashes crazy moves falls JUST short goal line #CLEvsPIT http snpy tv 1kyPZIW|2.8K|3.2K
