11:34 AM - 8 Dec 2015|John Roberts Delivers Finishing Blow To Stephen Breyer To Defend Title Of Chief Justice http onion com 1YWS1kJ pic twitter com ZQrVFnUC7S|1.1K|1.2K
5:43 AM - 30 Nov 2015|My roommate street urchin #chimneysweep @ East Tennessee State University https instagram com p -tgkdgFQrJ|1|1
