4:39 PM - 8 Dec 2015|@PressSec @realDonaldTrump's Muslim comment disqualifies serving president http cnn 1IDutNJ http cnn 1Qde0Co|1.4K|1.3K
9:10 AM - 8 Dec 2015|After call ban Muslims GOP ready unite @realDonaldTrump http cnn 1M1d3W6 pic twitter com NH3YLpw1dt|212|349
