10:02 AM - 18 Nov 2015|first barbie stone cold bitch look wants Pill ain't fucking secretary pic twitter com 8OCBfsPRFq|1.3K|1.9K
2:40 PM - 16 Nov 2015|mondaze pic twitter com WoNUNZk3Vy|62|185
