4:52 PM - 23 Nov 2015|My husband deal lmfao pic twitter com 78T2M6PWoS|14K|33K
2:11 PM - 21 Nov 2015|If looking new song add christmas playlist listen Ludachristmas Ludacris|2|10
1:52 PM - 21 Nov 2015|guess wasn't late say sorry pic twitter com RKqXbXt2I9|27K|42K
