6:28 PM - 10 Dec 2015|At bar woman asked I'm Minnesota Ummmm pic twitter com ibP9hJK3eS|1.2K|3.4K
5:14 PM - 7 Dec 2015|JaVale McGee everybody RT @AndrewDBailey https vine co v i7DWBptAuOz|4|4
