10:10 PM - 26 Nov 2015|Da Bears pic twitter com aYy7XB9K74|806|1.6K
8:50 PM - 26 Nov 2015|BEAR DOWN Jay Cutler gets 1st win ever Lambeau Chicago wins Thanksgiving 1st time since 1993 pic twitter com q9YFfH3vrC|4.7K|5.4K
