6:02 PM - 10 Dec 2015|I think radical idea richest country history world health care right privilege|2.5K|5.6K
9:34 AM - 9 Dec 2015|Last night explained much @realDonaldTrump common ISIS #WHISIS http cc com 1TB67EY pic twitter com uBtX7VuLk2|487|789
