7:39 AM - 5 Dec 2015|Well beautiful thing certainly turned morning around @rubyrose pic twitter com 0E3YApKjuy|23K|44K
8:43 AM - 15 Nov 2015|When bae sends cute messages @haiimcait pic twitter com 6GyVXtLCPh|1|1
