9:13 AM - 10 Dec 2015|Congratulations Adriana Corral Blue Star Contemporary Berlin Residency Alum She awarded grant http fb 3HlgEfE4i|2|1
9:02 AM - 8 Dec 2015|Paintings Of Saul And David That Could Easily Be Mistaken For Angsty Romance Novel Covers http the-toast net 2015 12 08 paintings-of-saul-and-david-that-could-easily-be-mistaken-for pic twitter com 1ucVhRLsvt|36|69
10:10 AM - 4 Dec 2015|At @gqmagazine Man Year party last night Finally chance celebrate men https www instagram com p -4SPU9suhq|10|118
8:39 AM - 2 Dec 2015|happy birthday georges seurat britney spears pic twitter com Nk2YzM6kzY|27|40
9:14 AM - 2 Dec 2015|Straight Venice Sarah Lucas Tit-cat Eames Chair 2015 Gladstone gallery @artbasel Miami Beach pic twitter com Lz6hGeAJEj|7|10
9:11 PM - 1 Dec 2015|I want make insightful remark capitalism I'm tired make one pic twitter com u0Mau5ewQC|84|193
6:22 AM - 20 Nov 2015|I need femsis CONFUSING men meant understand mixed messages women like stop talking go away|1.9K|2.8K
7:05 AM - 24 Nov 2015|I don't need fimem REAL MEN don't hit women It's holograms mannequin ghosts scarecrows weird shadows big cactus saw|965|1.7K
10:43 AM - 1 Dec 2015|We absolutely LOVING photos #annehardy #field galleries Keep coming pic twitter com eltDC6ZBej|5|4
9:19 AM - 1 Dec 2015|Donate Met #GivingTuesday gifts matched dollar-for-dollar http met org 1RjLcrb pic twitter com MQdaM9htMF|33|39
10:44 AM - 1 Dec 2015|Lin-Manuel Miranda Contributing Music Star Wars http nyti ms 1QbTtN3|17|19
6:02 AM - 21 Nov 2015|@VADundee showing 1st signs taking shape @DDWaterfront pic twitter com eZZp8UKiME|5|10
2:11 AM - 23 Nov 2015|advice consider buying 70 style wig occasion|4|9
6:15 AM - 24 Nov 2015|hey don't forget take toads wild|7|10
10:03 AM - 16 Nov 2015|Explore artistry clocks timekeepers #LuxuryofTime opening today http met org 1Y9ynS4 pic twitter com sI3POoTnV2|79|85
