7:31 AM - 11 Dec 2015|Netflix's MAKING OF A MURDERER trailer digs police misconduct highest levels http bit ly 1QiYcOL pic twitter com C1wenDxFJP|16|25
8:15 PM - 8 Dec 2015|Refusal snitch accomplices affect criminals sentences Ontario top court rules strange case http natpo st 1IDIfQD|14|9
6:17 PM - 8 Dec 2015|Official Release - Government Canada Launches Inquiry #MMIW #MMIWG2S http tinyurl com je793b6 #cdnpoli pic twitter com NLLUgJi8b2|24|15
7:13 AM - 8 Dec 2015|Rare public sighting Oscar Pistorius judge sets bail convicted killer 692 http natpo st 1ICrx3O pic twitter com 8wyOXK3PoH|6|0
9:41 PM - 7 Dec 2015|Just saw ANOMALISA And I'm probably gonna see better film long long time|99|531
6:15 AM - 8 Dec 2015|Trudeau says official announcement #MMIW inquiry consultations coming today Gets standing ovation|23|15
1:53 PM - 4 Dec 2015|Today's #ThroneSpeech focused lot middle-class needs We hope new govt also prioritize needs low-income Canadians|20|17
10:05 AM - 2 Dec 2015|The Canadian scrum ever via @jbourbeau pic twitter com MH9sxtDi4t|1K|863
1:25 PM - 2 Dec 2015|The San Bernardino shooting would second mass shooting today 355th year http wpo st hJzt0|1|1
1:54 PM - 2 Dec 2015|Mass shooting _________ USA kills ___ #USpoli #guncontrol https shar es 1cKIco|40|40
12:21 PM - 28 Nov 2015|NRA mourns USA hit 338th totally random unpreventable mass-shooting year #USpoli #NRA https shar es 1cebdR|33|18
10:53 PM - 27 Nov 2015|Me watching Jessica Jones WTF ALL CHARACTERS ARE WOMEN THE MEN ARE EITHER BAD OR EYE CANohh Okay Ah So that's feels like|15K|21K
3:37 PM - 26 Nov 2015|Canadian retailer tells us pulled 'stolen' Inuit design stores http www cbc ca 1 3338375 pic twitter com ttlHX89FPc|85|44
7:21 AM - 24 Nov 2015|My new Supreme Court Law Review article How prisoners lose winning https www academia edu 18919383 Easy_Prisoner_Cases pic twitter com LYJ6qMRiD1|12|11
10:10 PM - 14 Nov 2015|Honestly @RondaRousey finally relax train pace get back belt without insane pressure shoulders #UFC193|66|164
