9:25 PM - 5 Dec 2015|Love It Shove It Michigan State ranked ahead Alabama RT love LIKE shove pic twitter com Sia476f9Uz|2.1K|2K
5:23 PM - 15 Nov 2015|Peyton Manning first QB throw 20 passes 25 0 Comp pct worse since Joey Harrington 2004 pic twitter com h9syW0NLEU|1.8K|2.3K
