10:00 AM - 10 Dec 2015|Nation Oppressed Christians Huddle Underground To Light Single Shriveled Christmas Shrub http onion com 1NPxYMZ pic twitter com sK3U8moGHv|1.2K|1.6K
8:59 PM - 8 Dec 2015|best rap album year kendrick's pimp butterfly anyone tells otherwise lying terrible|294|549
