4:41 PM - 20 Nov 2015|Tune soon 8pm favorite artists performances powerful conversation #ShiningALight pic twitter com KkHWkAq2IY|1.2K|2.9K
8:13 PM - 13 Nov 2015|We stand affected senseless acts Paris #StandWithParis http bit ly 1OJKyDz pic twitter com TGsJd5H16I|522|488
