6:22 AM - 11 Dec 2015|I lost Fitbit reaching vending machine get Cheetos|30|64
12:15 PM - 10 Dec 2015|Chemistry great eventually relationship moves laboratory - Tim Fargo #quote|2|6
7:10 AM - 11 Dec 2015|Good morning great day #TGIBF #GoHawks pic twitter com nhWdD7qQwo|1|9
6:41 AM - 11 Dec 2015|Happy Blue Friday Never underestimate #GOHAWKS #TGIBF #Seahawks #StarWars pic twitter com 5Z0yu0dDNS|5|9
4:45 PM - 29 Nov 2015|Nice W Seattle back wall|1|1
4:45 PM - 29 Nov 2015|Hold defense Win game|3|2
2:37 PM - 29 Nov 2015|Touchdown Wilson Let's Go #SeattleSeahawks #Seahawks #GoHawks #12s #12thman|2|6
3:00 PM - 20 Nov 2015|@rqui singing @Adele #Hello anthem weekend Trust us #Adele25 #Howard https soundcloud com howardstern robin-sings-adeles-hello|76|189
1:12 AM - 20 Nov 2015|American teen among 5 killed Thursday attacks Israel http huff 1NfHtv2 pic twitter com ZLekirJwlr|62|21
11:09 AM - 19 Nov 2015|Olivia Munn blitzes press Aaron Rodgers reports http money cnn com 2015 11 19 media olivia-munn-aaron-rodgers-espn-reports index html pic twitter com kTczlg6lVN|13|26
4:49 PM - 15 Nov 2015|Damnit pic twitter com alAlXevt4q|1|4
4:40 PM - 15 Nov 2015|#Seahawks WR Paul Richardson warming Russell Wilson Tonight Richardson's 2015 debut pic twitter com uvHo1y7iO4|10|18
4:41 PM - 15 Nov 2015|I squealed|2|15
4:22 PM - 15 Nov 2015|This powerful #PrayForSyria pic twitter com FNcTYAQSm6|6.2K|3.5K
4:22 PM - 15 Nov 2015|INTERCEPTION The Giants stand tough Trumaine McBride picks Tom Brady 1-yard line NYG ball 1 6 mins left|780|1.6K
4:22 PM - 15 Nov 2015|Keep asshole chin #Brady|1|2
