2:15 PM - 12 Dec 2015|My life vine https vine co v iZjlj3jhZIp|2K|1.9K
10:35 AM - 10 Dec 2015|Hang cleans #cavstrong #prACTicelikechampions pic twitter com blOreGB0l4|5|7
