10:04 AM - 16 Nov 2015|its a new season #MTVStars Rihanna 
10:04 AM - 16 Nov 2015|im with all the dawgs #MTVStars Rihanna 
10:03 AM - 16 Nov 2015|and to top it all #MTVStars Rihanna 
10:03 AM - 16 Nov 2015|we gon knock you off #MTVStars Rihanna 
10:02 AM - 16 Nov 2015|don't get to involved #MTVStars Rihanna 
10:02 AM - 16 Nov 2015|man we won it all #MTVStars Rihanna 
10:01 AM - 16 Nov 2015|man fuck em all #MTVStars Rihanna 
10:01 AM - 16 Nov 2015|you only get one chance when niggahs gon foul on you #MTVStars Rihanna 
10:00 AM - 16 Nov 2015|this game is different #MTVStars Rihanna 
10:00 AM - 16 Nov 2015|ill buy the tires for you #MTVStars Rihanna 
9:59 AM - 16 Nov 2015|say she gon ride for me #MTVStars Rihanna 
9:58 AM - 16 Nov 2015|but they run a mile for me #MTVStars Rihanna 
9:57 AM - 16 Nov 2015|i do not chase girls #MTVStars Rihanna 
9:56 AM - 16 Nov 2015|look at that owl on me #MTVStars Rihanna 
9:56 AM - 16 Nov 2015|look at that smile on me #MTVStars Rihanna 
9:55 AM - 16 Nov 2015|wanna come with me #MTVStars Rihanna 
9:54 AM - 16 Nov 2015|oh you switchin sides #MTVStars Rihanna 
9:53 AM - 16 Nov 2015|are we talking teams #MTVStars Rihanna 
9:52 AM - 16 Nov 2015|you and yours #MTVStars Rihanna 
9:52 AM - 16 Nov 2015|to be alive #MTVStars Rihanna 
9:51 AM - 16 Nov 2015|man what a time #MTVStars Rihanna 
9:45 AM - 16 Nov 2015|we need some really nice things #MTVStars Rihanna 
9:44 AM - 16 Nov 2015|better be comin with no strings #MTVStars Rihanna 
9:43 AM - 16 Nov 2015|they need some really nice things #MTVStars Rihanna 
9:43 AM - 16 Nov 2015|they need some really big rings #MTVStars Rihanna 
9:42 AM - 16 Nov 2015|cause i got a really big team #MTVStars Rihanna 
9:40 AM - 16 Nov 2015|they know imam be around #MTVStars Rihanna 
9:39 AM - 16 Nov 2015|i need my advance on the next one too #MTVStars Rihanna 
9:37 AM - 16 Nov 2015|i know we just signed a deal but #MTVStars Rihanna 
9:07 AM - 16 Nov 2015|i bet she has been rushing ANTI to finish it soon #MTVStars Rihanna 
9:06 AM - 16 Nov 2015|like where has she been what has she been doing lately #MTVStars Rihanna 
9:05 AM - 16 Nov 2015|rihanna come back and tweet #MTVStars Rihanna 
9:04 AM - 16 Nov 2015|20K votes away from nicki #MTVStars Rihanna 
8:59 AM - 16 Nov 2015|music of the sun #MTVStars Rihanna 
8:59 AM - 16 Nov 2015|a girl like me #MTVStars Rihanna 
8:56 AM - 16 Nov 2015|rated r #MTVStars Rihanna 
8:55 AM - 16 Nov 2015|good girl gone bad #MTVStars Rihanna 
8:53 AM - 16 Nov 2015|talk that talk #MTVStars Rihanna 
8:52 AM - 16 Nov 2015|beat nicki leggo #MTVStars Rihanna 
8:50 AM - 16 Nov 2015|how bout lets get into thte top 3 #MTVStars Rihanna 
8:49 AM - 16 Nov 2015|unapologetic #MTVStars Rihanna 
8:48 AM - 16 Nov 2015|Netflix is seriously life #MTVStars Rihanna 
6:23 AM - 16 Nov 2015|and i got the i got the i got the #MTVStars Rihanna 
